client_id	path	sentence	up_votes	down_votes	age	gender	accent	locale	segment
844d699f0fc11f2334a582dc061c58fbcfd0282db1a084b610557cdeef7480eeb8e09608b860a0e21a4ce58861cef29ac28f9c0b96b83812a58df5a8c060e497	common_voice_fr_22011600.mp3	Hey	1	1				fr	Benchmark
03857de9c8231654d72d53c0edece3e8797e0ffec715b2b5adddbb11bf04d93742fc0e2d557854d4fb62575ecb146c9cbd228be7e21b8e5ebd48cd7908d18ece	common_voice_fr_22012191.mp3	trois	1	1				fr	Benchmark
30b5269229225c271dd43a6295236731ffdfeeb7ad5dab0748d0dc89ff16a34d2b0320a7a58654f073deff24d8223ec8f408917145404a540ef83474a30b71f5	common_voice_fr_22013395.mp3	sept	1	1				fr	Benchmark
30b5269229225c271dd43a6295236731ffdfeeb7ad5dab0748d0dc89ff16a34d2b0320a7a58654f073deff24d8223ec8f408917145404a540ef83474a30b71f5	common_voice_fr_22013398.mp3	cinq	1	1				fr	Benchmark
906069a2c3e428ba9cba6ba49fb535a857cae53c3ee6e62d8537dc8a9566479be64f1349015c7e6f60a1cbd179401027685600bdc9bcd05053885b0d409ebaf0	common_voice_fr_22014211.mp3	Firefox	0	1				fr	Benchmark
43d1bcdfbf554b6b054d8e07f576597d3f04864fe2bbe03788157678d772b99a72b7541815338a2e0e7164a19da5fec4c9fdfeb79103019a4a0792cbc2764cd9	common_voice_fr_22015622.mp3	un	1	1				fr	Benchmark
1df3916a4bcb313482fe969f689f22e1218aa2b4f12c5229b7407509b230f6001374eeeb06e5f1e4bd51ac3d8046cb7112736ba824a99f1c318b71786d4811b0	common_voice_fr_23932426.mp3	zéro	1	0				fr	Benchmark
1df3916a4bcb313482fe969f689f22e1218aa2b4f12c5229b7407509b230f6001374eeeb06e5f1e4bd51ac3d8046cb7112736ba824a99f1c318b71786d4811b0	common_voice_fr_23932428.mp3	Firefox	1	0				fr	Benchmark
1df3916a4bcb313482fe969f689f22e1218aa2b4f12c5229b7407509b230f6001374eeeb06e5f1e4bd51ac3d8046cb7112736ba824a99f1c318b71786d4811b0	common_voice_fr_23932445.mp3	non	1	0				fr	Benchmark
1df3916a4bcb313482fe969f689f22e1218aa2b4f12c5229b7407509b230f6001374eeeb06e5f1e4bd51ac3d8046cb7112736ba824a99f1c318b71786d4811b0	common_voice_fr_23932447.mp3	oui	1	0				fr	Benchmark
b29d9138d92d4c66e7b6c5b356260c38cf043b6ea57c90e64d0860f6ae3c25e381d01c5c1a46eb70aecfb70894e7ade15594dcf7e1ef888260f9267bf7305a1e	common_voice_fr_23932858.mp3	sept	0	0				fr	Benchmark
b29d9138d92d4c66e7b6c5b356260c38cf043b6ea57c90e64d0860f6ae3c25e381d01c5c1a46eb70aecfb70894e7ade15594dcf7e1ef888260f9267bf7305a1e	common_voice_fr_23932859.mp3	neuf	0	0				fr	Benchmark
b29d9138d92d4c66e7b6c5b356260c38cf043b6ea57c90e64d0860f6ae3c25e381d01c5c1a46eb70aecfb70894e7ade15594dcf7e1ef888260f9267bf7305a1e	common_voice_fr_23932860.mp3	un	0	0				fr	Benchmark
b29d9138d92d4c66e7b6c5b356260c38cf043b6ea57c90e64d0860f6ae3c25e381d01c5c1a46eb70aecfb70894e7ade15594dcf7e1ef888260f9267bf7305a1e	common_voice_fr_23932861.mp3	quatre	0	0				fr	Benchmark
b29d9138d92d4c66e7b6c5b356260c38cf043b6ea57c90e64d0860f6ae3c25e381d01c5c1a46eb70aecfb70894e7ade15594dcf7e1ef888260f9267bf7305a1e	common_voice_fr_23932862.mp3	huit	0	0				fr	Benchmark
08bbb3adbbe4043f599c9a361751d3df1084d17d036454bd70d25fb4587dd13040850b6dc71eab7efdfdc3ab980e8135a0dc7d3f7cf6b776ef43939f6e18a653	common_voice_fr_23933102.mp3	quatre	0	0				fr	Benchmark
08bbb3adbbe4043f599c9a361751d3df1084d17d036454bd70d25fb4587dd13040850b6dc71eab7efdfdc3ab980e8135a0dc7d3f7cf6b776ef43939f6e18a653	common_voice_fr_23933103.mp3	trois	0	0				fr	Benchmark
08bbb3adbbe4043f599c9a361751d3df1084d17d036454bd70d25fb4587dd13040850b6dc71eab7efdfdc3ab980e8135a0dc7d3f7cf6b776ef43939f6e18a653	common_voice_fr_23933104.mp3	zéro	0	0				fr	Benchmark
08bbb3adbbe4043f599c9a361751d3df1084d17d036454bd70d25fb4587dd13040850b6dc71eab7efdfdc3ab980e8135a0dc7d3f7cf6b776ef43939f6e18a653	common_voice_fr_23933105.mp3	Hey	0	0				fr	Benchmark
08bbb3adbbe4043f599c9a361751d3df1084d17d036454bd70d25fb4587dd13040850b6dc71eab7efdfdc3ab980e8135a0dc7d3f7cf6b776ef43939f6e18a653	common_voice_fr_23933106.mp3	cinq	0	0				fr	Benchmark
