client_id	path	sentence	up_votes	down_votes	age	gender	accent	locale	segment
b5c6eb9fcb6cf714c4cef913529d45f8ffe4214e6c43059d302183ac6572827107567074785ecd44838f473179905fd8e89583596c574a0a16abd81d2db3126d	common_voice_fr_21895710.mp3	six	1	2	twenties	male	france	fr	Benchmark
372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8	common_voice_fr_21903560.mp3	huit	1	2	fourties	male	germany	fr	Benchmark
372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8	common_voice_fr_21903579.mp3	trois	0	2	fourties	male	germany	fr	Benchmark
372293e65cdab88771e028a4351651ab2eff64438ddafc211e089247dcdccca350153465eb5409ce708081d9ad384af45d1dc57bbe030ae1a2c0edd561322fb8	common_voice_fr_21903581.mp3	quatre	1	2	fourties	male	germany	fr	Benchmark
e66fcc08cf97c965fef00ed7bb2af5327a39368d1a704d8c25fb2fc0b10f9e8b238075461cd38321a03cdf0859985d5eb57a5f4d541cd8c2a5c06a638f84bbba	common_voice_fr_21908280.mp3	trois	0	2				fr	Benchmark
094b32286ce36effa1d3a6660a2516db1e2a78ae9c7561eee6cc73d3a76c3dbff0775ea61dec0b89938b822b2280c6d7b221254e072ce126d383abd51b58f122	common_voice_fr_21910551.mp3	cinq	1	2	thirties	male	france	fr	Benchmark
094b32286ce36effa1d3a6660a2516db1e2a78ae9c7561eee6cc73d3a76c3dbff0775ea61dec0b89938b822b2280c6d7b221254e072ce126d383abd51b58f122	common_voice_fr_21910553.mp3	sept	0	2	thirties	male	france	fr	Benchmark
098a493e6dbd413f6d3c3c184bcccde7255784b1d1ba9b9897fd959867f894176f07628361055eacf0f3a50cffa510a0ff1fd22c051f4e2f95593032c3953c22	common_voice_fr_21916938.mp3	Hey	0	2				fr	Benchmark
098a493e6dbd413f6d3c3c184bcccde7255784b1d1ba9b9897fd959867f894176f07628361055eacf0f3a50cffa510a0ff1fd22c051f4e2f95593032c3953c22	common_voice_fr_21916939.mp3	Firefox	0	2				fr	Benchmark
7667a6962c8c5e5603442112dc9ec89971ce1e2ef083b545cf4fbafc03f95333c0d0a3b8e333457cf7b254ef285d72e36c45897fb3dbff78b573598f33c05767	common_voice_fr_21918770.mp3	trois	1	2				fr	Benchmark
34a0d278a4e99f5401e249a33699fe910a38e4a9599ec9821a58b030fa2713bce768baadc6ba4a4deb2e3052c1263b2f10a78521e1733a816f2b42a505b14bee	common_voice_fr_21920333.mp3	un	1	2	twenties	male	france	fr	Benchmark
37c90a8504ef661a9e5c49a7f3fcf484dcdb4d8d6224210efa5eb5b8925bb5dd70ac07bea9ef54c40dd2e258ee1ae0605194d2d08de402beee3c58a94f183e33	common_voice_fr_21921382.mp3	sept	1	2				fr	Benchmark
5f7af12b6329e7f15ee49d160c4d87e0036b386cafbefd50aa9ecf1112ac3ceee4e861e8cba3e0c90e1d089fa528553f3b36951ac1fd214af03f4d34b8d20ca1	common_voice_fr_21921537.mp3	six	0	2	twenties	male	france	fr	Benchmark
ee5cadc727536ac7ab7021c1637dbc9ed3bced1282f5ac06316b5ebb9ff2ad4dc7a3581ca873c7cd5a2bf99abfdbf9d145d0ceae51401b6cb251d917c8a9e3b0	common_voice_fr_21924486.mp3	Hey	1	2				fr	Benchmark
bcfe9928b7c19f964d484d55158c1f439d2ad8c9cf57e89ce3a02a226ad047ac82cfafb843eef6e1bcbbf67f7dbc5dc8ae6c23744d5618362c28beb4214f7315	common_voice_fr_21924591.mp3	oui	0	2				fr	Benchmark
b37f7345fde73489635dc86947542be7ab0d5bd192908022a031de2d145920f3ceab7da22b659cc0d5a60ff6ac83fee02c6de5aa135c2ca2e2fdf8d412b17e82	common_voice_fr_21935872.mp3	non	0	2				fr	Benchmark
b37f7345fde73489635dc86947542be7ab0d5bd192908022a031de2d145920f3ceab7da22b659cc0d5a60ff6ac83fee02c6de5aa135c2ca2e2fdf8d412b17e82	common_voice_fr_21935876.mp3	quatre	0	2				fr	Benchmark
b37f7345fde73489635dc86947542be7ab0d5bd192908022a031de2d145920f3ceab7da22b659cc0d5a60ff6ac83fee02c6de5aa135c2ca2e2fdf8d412b17e82	common_voice_fr_21935880.mp3	oui	1	2				fr	Benchmark
5e6df16c9e31923f62754f2d96402e0e75df97fa8f71784861f546a39a0a8709940d052cee890b82634ed044bcc9c0c3aaa50af0a50958051b49171c5e4d722e	common_voice_fr_21940440.mp3	oui	1	2	fourties	female	france	fr	Benchmark
5e6df16c9e31923f62754f2d96402e0e75df97fa8f71784861f546a39a0a8709940d052cee890b82634ed044bcc9c0c3aaa50af0a50958051b49171c5e4d722e	common_voice_fr_21940442.mp3	Hey	1	2	fourties	female	france	fr	Benchmark
5e6df16c9e31923f62754f2d96402e0e75df97fa8f71784861f546a39a0a8709940d052cee890b82634ed044bcc9c0c3aaa50af0a50958051b49171c5e4d722e	common_voice_fr_21940526.mp3	un	1	2	fourties	female	france	fr	Benchmark
ed7ac8563ca234ed933a257e84fa222afb4d3de5126cde69bfcdf26d29a2b2ab80df0afe7facb2e6e355316fede6f433dc5ad38527f490196d7095ede3617f0f	common_voice_fr_21940864.mp3	huit	0	2	twenties	male		fr	Benchmark
ed7ac8563ca234ed933a257e84fa222afb4d3de5126cde69bfcdf26d29a2b2ab80df0afe7facb2e6e355316fede6f433dc5ad38527f490196d7095ede3617f0f	common_voice_fr_21940926.mp3	Hey	1	2	twenties	male		fr	Benchmark
56a7bad4bb48bb3a5685b10bd1173b5a74ed746cd24cb250e97eb5b8432d171c07def5a2a16761463c2f0f2bdd46c2d042399f077460dae9b91ccee4e52c3bd0	common_voice_fr_21945010.mp3	non	1	2				fr	Benchmark
f3eddc4b0edc6c23dd1a41590194a76097eef3ffe715eb8ed3117ddca8f50ef4c04337fd8e19676880bda019cf40110bf57f20dbb465917ce60966932941cf72	common_voice_fr_21945100.mp3	oui	0	2				fr	Benchmark
f3eddc4b0edc6c23dd1a41590194a76097eef3ffe715eb8ed3117ddca8f50ef4c04337fd8e19676880bda019cf40110bf57f20dbb465917ce60966932941cf72	common_voice_fr_21945101.mp3	Hey	1	2				fr	Benchmark
f3eddc4b0edc6c23dd1a41590194a76097eef3ffe715eb8ed3117ddca8f50ef4c04337fd8e19676880bda019cf40110bf57f20dbb465917ce60966932941cf72	common_voice_fr_21945102.mp3	six	1	2				fr	Benchmark
f3eddc4b0edc6c23dd1a41590194a76097eef3ffe715eb8ed3117ddca8f50ef4c04337fd8e19676880bda019cf40110bf57f20dbb465917ce60966932941cf72	common_voice_fr_21945103.mp3	un	1	2				fr	Benchmark
96c1abb2c9a1ce6da61401e64fd65dd7a7364c6c0a359dc41f301205c2cbbc69bceac1a6ae102a156ae89caa53c9996f4769c858848cf2d5fe05650ce965d50c	common_voice_fr_21945486.mp3	huit	1	2				fr	Benchmark
96c1abb2c9a1ce6da61401e64fd65dd7a7364c6c0a359dc41f301205c2cbbc69bceac1a6ae102a156ae89caa53c9996f4769c858848cf2d5fe05650ce965d50c	common_voice_fr_21945488.mp3	six	1	2				fr	Benchmark
96c1abb2c9a1ce6da61401e64fd65dd7a7364c6c0a359dc41f301205c2cbbc69bceac1a6ae102a156ae89caa53c9996f4769c858848cf2d5fe05650ce965d50c	common_voice_fr_21945492.mp3	oui	0	2				fr	Benchmark
96c1abb2c9a1ce6da61401e64fd65dd7a7364c6c0a359dc41f301205c2cbbc69bceac1a6ae102a156ae89caa53c9996f4769c858848cf2d5fe05650ce965d50c	common_voice_fr_21945493.mp3	quatre	1	3				fr	Benchmark
96c1abb2c9a1ce6da61401e64fd65dd7a7364c6c0a359dc41f301205c2cbbc69bceac1a6ae102a156ae89caa53c9996f4769c858848cf2d5fe05650ce965d50c	common_voice_fr_21945507.mp3	un	1	2				fr	Benchmark
96c1abb2c9a1ce6da61401e64fd65dd7a7364c6c0a359dc41f301205c2cbbc69bceac1a6ae102a156ae89caa53c9996f4769c858848cf2d5fe05650ce965d50c	common_voice_fr_21945510.mp3	Hey	2	3				fr	Benchmark
